Glacier	Year	Plot	code	lon	lat	time_retreat	ph1	c	n	p	ph	lg_n	lg_p	lg_time	ph.s	time.s	n.s	p.s
stein	2011	b	stein_2011_b1	19.91527	69.39423	8	7.64	0.042403601	0	392.0478729	7.64	-4.605170186	5.971383957	2.079441542	0.84757789	-1.668716936	-0.971209888	-1.24232914
stein	2011	c	stein_2011_c1	19.91557	69.39382	8	7.91	0.021682315	0	470.4273681	7.91	-4.605170186	6.153641575	2.079441542	1.072463606	-1.668716936	-0.971209888	-1.11871819
stein	2011	d	stein_2011_d1	19.91682	69.39372	8	7.28	0.02548562	0	241.1207309	7.28	-4.605170186	5.485297766	2.079441542	0.547730268	-1.668716936	-0.971209888	-1.572003017
stein	2011	e	stein_2011_e1	19.91707	69.39358	8	7.62	0.028439151	0	263.1689518	7.62	-4.605170186	5.572796228	2.079441542	0.830919689	-1.668716936	-0.971209888	-1.51265972
stein	2015	a	stein_2015_a1	19.91287	69.39435	4	8.23	0.027705412	0	266.1601863	8.23	-4.605170186	5.584098332	1.386294361	1.338994825	-2.286025791	-0.971209888	-1.504994396
stein	2015	b	stein_2015_b1	19.91318	69.39388	4	7.69	0.034456637	0	448.0428045	7.69	-4.605170186	6.104888774	1.386294361	0.889223393	-2.286025791	-0.971209888	-1.151783366
stein	2015	c	stein_2015_c1	19.91377	69.39398	4	7.58	0.028792916	0	640.5995053	7.58	-4.605170186	6.462404465	1.386294361	0.797603286	-2.286025791	-0.971209888	-0.909308705
stein	2015	d	stein_2015_d1	19.9142	69.39395	4	5.63	0.048295807	0	4572.708202	5.63	-4.605170186	8.427860913	1.386294361	-0.826571331	-2.286025791	-0.971209888	0.423705192
stein	2015	e	stein_2015_e1	19.91498	69.39388	4	7.89	0.02778787	0	1003.912116	7.89	-4.605170186	6.911659762	1.386294361	1.055805405	-2.286025791	-0.971209888	-0.604614315
trobi	1850	a	trobi_1850_a1	10.075916	46.062466	168	7.1	0.5098	0.0611	2927.923312	7.1	-2.643667942	7.982048683	5.123963979	0.397806457	1.042699503	0.619694833	0.121345962
trobi	1850	b	trobi_1850_b1	10.075944	46.062268	168	7.36	0.408	0.0425	2170.138997	7.36	-2.946942109	7.682546498	5.123963979	0.614363073	1.042699503	0.37371994	-0.081782718
trobi	1850	c	trobi_1850_c1	10.075865	46.062037	168	6.8	0.5213	0.0476	2028.304897	6.8	-2.854232711	7.614955697	5.123963979	0.147933439	1.042699503	0.448913236	-0.127624221
trobi	1850	d	trobi_1850_d1	10.075942	46.061833	168	7.46	0.7131	0.0539	2045.47897	7.46	-2.750435918	7.623387256	5.123963979	0.697654079	1.042699503	0.533099124	-0.121905761
trobi	1850	e	trobi_1850_e1	10.076082	46.061671	168	7.35	0.7256	0.0584	2491.092258	7.35	-2.682382454	7.820476551	5.123963979	0.606033972	1.042699503	0.588294869	0.011764344
trobi	1911	a	trobi_1911_a1	10.081313	46.060475	107	8.49	0.47	0	580.2192071	8.49	-4.605170186	6.363405975	4.672828834	1.555551441	0.640923765	-0.971209888	-0.976451563
trobi	1911	b	trobi_1911_b1	10.081406	46.059955	107	8.88	0.4197	0	913.5309613	8.88	-4.605170186	6.817317268	4.672828834	1.880386364	0.640923765	-0.971209888	-0.668599378
trobi	1911	c	trobi_1911_c1	10.081333	46.060123	107	8.42	0.4198	0	311.9324812	8.42	-4.605170186	5.742786758	4.672828834	1.497247737	0.640923765	-0.971209888	-1.397368568
trobi	1911	d	trobi_1911_d1	10.081188	46.060275	107	8.54	0.6709	0	657.3945915	8.54	-4.605170186	6.488284434	4.672828834	1.597196944	0.640923765	-0.971209888	-0.891756366
trobi	1911	e	trobi_1911_e1	10.081124	46.060377	107	8.45	0.6542	0	1181.272434	8.45	-4.605170186	7.074347471	4.672828834	1.522235038	0.640923765	-0.971209888	-0.494276089
trobi	1929	a	trobi_1929_a1	10.081473	46.059757	89	9.21	0.7964	0	2004.761149	9.21	-4.605170186	7.603280205	4.48863637	2.155246684	0.476884088	-0.971209888	-0.135542786
trobi	1929	b	trobi_1929_b1	10.081343	46.059614	89	8.36	0.7939	0	396.2650707	8.36	-4.605170186	5.982083358	4.48863637	1.447273133	0.476884088	-0.971209888	-1.235072581
trobi	1929	c	trobi_1929_c1	10.081081	46.059425	89	8.8	0.2067	0	1381.079024	8.8	-4.605170186	7.230620374	4.48863637	1.813753559	0.476884088	-0.971209888	-0.38828852
trobi	1929	d	trobi_1929_d1	10.080986	46.059234	89	8.36	0.8915	0.0138	732.317173	8.36	-3.738069698	6.596213717	4.48863637	1.447273133	0.476884088	-0.267935516	-0.818556457
trobi	1929	e	trobi_1929_e1	10.081101	46.059086	89	8.41	0.2281	0	560.8811993	8.41	-4.605170186	6.329509117	4.48863637	1.488918636	0.476884088	-0.971209888	-0.999441125
trobi	1993	a	trobi_1993_a1	10.084233	46.056912	25	8.38	0.2868	0	698.5972115	8.38	-4.605170186	6.549074341	3.218875825	1.463931334	-0.653949954	-0.971209888	-0.850527373
trobi	1993	b	trobi_1993_b1	10.084166	46.056745	25	8.21	0.1353	0	834.1056244	8.21	-4.605170186	6.726360042	3.218875825	1.322336624	-0.653949954	-0.971209888	-0.730288482
trobi	1993	c	trobi_1993_c1	10.084106	46.056592	25	8.52	1.0602	0	595.7525706	8.52	-4.605170186	6.389825431	3.218875825	1.580538743	-0.653949954	-0.971209888	-0.958533332
trobi	1993	d	trobi_1993_d1	10.084055	46.056439	25	8.2	0.112	0.0179	950.6508548	8.2	-3.57912859	6.85714686	3.218875825	1.314007523	-0.653949954	-0.139024035	-0.641586111
trobi	1993	e	trobi_1993_e1	10.083966	46.056295	25	8.4	0.1863	0.0131	983.6607225	8.4	-3.767922661	6.891281043	3.218875825	1.480589535	-0.653949954	-0.292148193	-0.61843559
trobi	2006	a	trobi_2006_a1	10.085764	46.055804	12	8.44	0.9994	0	816.4191607	8.44	-4.605170186	6.7049279	2.48490665	1.513905938	-1.307614405	-0.971209888	-0.744824211
trobi	2006	b	trobi_2006_b1	10.085854	46.055651	12	8.46	0.9832	0	1001.649988	8.46	-4.605170186	6.909403907	2.48490665	1.530564139	-1.307614405	-0.971209888	-0.606144283
trobi	2006	c	trobi_2006_c1	10.086081	46.055546	12	9.9	0.957	0	917.4030556	9.9	-4.605170186	6.821546913	2.48490665	2.729954626	-1.307614405	-0.971209888	-0.665730744
trobi	2006	d	trobi_2006_d1	10.086068	46.055363	12	8.57	0.9469	0	843.8787308	8.57	-4.605170186	6.7380088	2.48490665	1.622184246	-1.307614405	-0.971209888	-0.722388049
trobi	2006	e	trobi_2006_e1	10.086266	46.055254	12	8.56	0.7783	0	980.205202	8.56	-4.605170186	6.88776194	2.48490665	1.613855145	-1.307614405	-0.971209888	-0.620822321
verra	1850	a	verra_1850_a1	7.749156	45.889623	168	6.9	1.7418	0.1302	10439.60793	6.9	-1.964685304	9.253362306	5.123963979	0.231224445	1.042699503	1.170393506	0.983577597
verra	1850	b	verra_1850_b1	7.749065	45.889438	168	7.44	1.125	0.0908	4154.948157	7.44	-2.294616923	8.33205523	5.123963979	0.680995878	1.042699503	0.902797702	0.358727763
verra	1850	c	verra_1850_c1	7.748893	45.889214	168	7.46	0.9792	0.072	3937.820384	7.46	-2.501036032	8.278382647	5.123963979	0.697654079	1.042699503	0.735378504	0.322325888
verra	1850	d	verra_1850_d1	7.741649	45.890131	168	7.1	1.9147	0.0805	6353.10319	7.1	-2.402405428	8.756698664	5.123963979	0.397806457	1.042699503	0.815374279	0.64672987
verra	1850	e	verra_1850_e1	7.741183	45.889361	168	6.97	8.3732	0.6548	21594.55053	6.97	-0.408269035	9.980196272	5.123963979	0.28952815	1.042699503	2.432747398	1.476531678
verra	1870	a	verra_1870_a1	7.741318	45.886583	148	7.24	1.4026	0.0639	6468.68406	7.24	-2.605042451	8.774727976	4.997212274	0.514413866	0.929815901	0.651022595	0.658957728
verra	1870	b	verra_1870_b1	7.741674	45.886345	148	7.21	1.3193	0.0611	2761.079665	7.21	-2.643667942	7.923377065	4.997212274	0.489426564	0.929815901	0.619694833	0.081553637
verra	1870	c	verra_1870_c1	7.742213	45.886608	148	7.02	1.7167	0.0664	4097.882493	7.02	-2.571772583	8.318225654	4.997212274	0.331173653	0.929815901	0.678006602	0.349348254
verra	1870	d	verra_1870_d1	7.742826	45.886904	148	6.95	1.1097	0.0395	3349.589144	6.95	-3.005782609	8.116592974	4.997212274	0.272869948	0.929815901	0.325996503	0.212596729
verra	1870	e	verra_1870_e1	7.743681	45.88707	148	7.49	0.3067	0	1580.139717	7.49	-4.605170186	7.365268551	4.997212274	0.722641381	0.929815901	-0.971209888	-0.296967295
verra	1921	a	verra_1921_a1	7.743463	45.887739	97	7.23	0.8793	0.0358	2322.623427	7.23	-3.083471188	7.750452613	4.574710979	0.506084765	0.553541138	0.262986059	-0.035727363
verra	1921	b	verra_1921_b1	7.743774	45.887717	97	7.2	1.6451	0.0657	3830.755793	7.2	-2.580977119	8.250817398	4.574710979	0.481097463	0.553541138	0.670541131	0.303630557
verra	1921	c	verra_1921_c1	7.744159	45.887779	97	7.46	0.5747	0	1705.611135	7.46	-4.605170186	7.441678762	4.574710979	0.697654079	0.553541138	-0.971209888	-0.245144282
verra	1921	d	verra_1921_d1	7.745353	45.887598	97	7.44	0.5421	0.0244	1814.53997	7.44	-3.369698715	7.503587255	4.574710979	0.680995878	0.553541138	0.03083709	-0.203156641
verra	1921	e	verra_1921_e1	7.74608	45.887724	97	7.23	1.3474	0.0619	2986.452203	7.23	-2.632479014	8.001841408	4.574710979	0.506084765	0.553541138	0.628769774	0.134769804
verra	1950	a	verra_1950_a1	7.745917	45.888558	68	7.43	0.9069	0.0375	2846.056879	7.43	-3.047025568	7.953689764	4.219507705	0.672666777	0.237201215	0.292545805	0.102112347
verra	1950	b	verra_1950_b1	7.746029	45.888342	68	7.55	1.0236	0.0374	2977.106576	7.55	-3.04913305	7.99870716	4.219507705	0.772615984	0.237201215	0.290836501	0.132644092
verra	1950	c	verra_1950_c1	7.74655	45.88829	68	7.5	1.0471	0.0453	4271.207224	7.5	-2.89498237	8.359651789	4.219507705	0.730970481	0.237201215	0.415862636	0.377444329
verra	1950	d	verra_1950_d1	7.747123	45.888354	68	7.72	0.3812	0.0255	1431.28093	7.72	-3.338222583	7.266325078	4.219507705	0.914210695	0.237201215	0.056366262	-0.364072839
verra	1950	e	verra_1950_e1	7.747925	45.888995	68	7.72	0.1792	0	2083.83165	7.72	-4.605170186	7.641963618	4.219507705	0.914210695	0.237201215	-0.971209888	-0.109306881
verra	1988	a	verra_1988_a1	7.755418	45.902393	30	6.92	0.4374	0.0313	2724.087467	6.92	-3.186892779	7.909888777	3.401197382	0.247882647	-0.491576486	0.179104484	0.072405596
verra	1988	b	verra_1988_b1	7.755464	45.902769	30	8.21	0.1067	0	993.280302	8.21	-4.605170186	6.901012902	3.401197382	1.322336624	-0.491576486	-0.971209888	-0.611835239
verra	1988	c	verra_1988_c1	7.755483	45.902952	30	7.79	0.4566	0	1856.860428	7.79	-4.605170186	7.526642398	3.401197382	0.972514399	-0.491576486	-0.971209888	-0.187520158
verra	1988	d	verra_1988_d1	7.756072	45.903395	30	7.71	0.0516	0	10659.0156	7.71	-4.605170186	9.274161349	3.401197382	0.905881594	-0.491576486	-0.971209888	0.997683945
verra	1988	e	verra_1988_e1	7.756104	45.903631	30	7.87	0.0607	0	888.9452186	7.87	-4.605170186	6.790035612	3.401197382	1.039147204	-0.491576486	-0.971209888	-0.687102371
verra	2006	a	verra_2006_a1	7.753438	45.904785	12	8.76	0.0867	0	507.2072967	8.76	-4.605170186	6.228919789	2.48490665	1.780437157	-1.307614405	-0.971209888	-1.067662922
verra	2006	b	verra_2006_b1	7.753663	45.905095	12	8.69	0.0777	0	495.7392609	8.69	-4.605170186	6.206050105	2.48490665	1.722133453	-1.307614405	-0.971209888	-1.083173623
verra	2006	c	verra_2006_c1	7.753932	45.905519	12	8.79	0.0816	0	672.0063866	8.79	-4.605170186	6.510267844	2.48490665	1.805424459	-1.307614405	-0.971209888	-0.876846755
verra	2006	d	verra_2006_d1	7.754301	45.905731	12	8.29	0.0727	0	990.8644267	8.29	-4.605170186	6.89857772	2.48490665	1.388969429	-1.307614405	-0.971209888	-0.61348683
verra	2006	e	verra_2006_e1	7.754537	45.90597	12	8.41	0.0515	0	491.3656723	8.41	-4.605170186	6.197188601	2.48490665	1.488918636	-1.307614405	-0.971209888	-1.089183682
yanam	1775	a	yanam_1775_a1	-77.281357	-9.66527	244	5.57	1.726086497	0.125538081	5418.291168	5.57	-1.998502638	8.597535762	5.497168225	-0.876545935	1.375070884	1.14296547	0.538782243
yanam	1775	b	yanam_1775_b1	-77.281521	-9.66534	244	4.88	3.172269344	0.255985439	9133.6034	4.88	-1.324313713	9.119715573	5.497168225	-1.451253876	1.375070884	1.689776133	0.892935572
yanam	1775	c	yanam_1775_c1	-77.281718	-9.665396	244	4.65	3.617820024	0.320821881	8317.298576	4.65	-1.106175171	9.026092791	5.497168225	-1.64282319	1.375070884	1.866700548	0.829438632
yanam	1775	d	yanam_1775_d1	-77.281889	-9.665483	244	4.71	10.69451904	0.980061233	29278.22732	4.71	-0.009988486	10.28459942	5.497168225	-1.592848586	1.375070884	2.755778589	1.682984297
yanam	1775	e	yanam_1775_e1	-77.282074	-9.665524	244	4.56	5.711800575	0.513091624	14188.12626	4.56	-0.647998641	9.560160715	5.497168225	-1.717785095	1.375070884	2.238311239	1.19165473
yanam	1948	a	yanam_1948_a1	-77.278122	-9.660971	71	5.03	0.441420585	0.022884639	5850.265372	5.03	-3.414749631	8.674242302	4.262679877	-1.326317367	0.275649852	-0.005702106	0.590806231
yanam	1948	b	yanam_1948_b1	-77.277949	-9.661107	71	4.86	0.476987362	0	8694.553138	4.86	-4.605170186	9.070452032	4.262679877	-1.467912077	0.275649852	-0.971209888	0.859524003
yanam	1948	c	yanam_1948_c1	-77.277996	-9.661316	71	4.97	1.170784593	0.058136243	7153.456112	4.97	-2.686245999	8.875350891	4.262679877	-1.376291971	0.275649852	0.585161285	0.727202306
yanam	1948	d	yanam_1948_d1	-77.277862	-9.661542	71	4.65	0.89257127	0.046124596	2727.734421	4.65	-2.880181129	7.911226661	4.262679877	-1.64282319	0.275649852	0.427867398	0.073312977
yanam	1948	e	yanam_1948_e1	-77.27773	-9.661723	71	4.32	0.636088371	0.033482756	2468.549575	4.32	-3.135390823	7.81138604	4.262679877	-1.91768351	0.275649852	0.22087589	0.005598969
yanam	1962	a	yanam_1962_a1	-77.277075	-9.661408	57	4.43	0.925183833	0.039554555	2674.186861	4.43	-3.004681096	7.891400636	4.043051268	-1.826063403	0.080051155	0.326889901	0.05986655
yanam	1962	b	yanam_1962_b1	-77.27726	-9.661325	57	4.96	0.506715775	0	5478.049893	4.96	-4.605170186	8.608504458	4.043051268	-1.384621071	0.080051155	-0.971209888	0.546221443
yanam	1962	c	yanam_1962_c1	-77.277432	-9.6612	57	4.52	0.578214228	0	3520.901514	4.52	-4.605170186	8.166472348	4.043051268	-1.751101498	0.080051155	-0.971209888	0.24642597
yanam	1962	d	yanam_1962_d1	-77.277574	-9.661082	57	4.79	0.725084186	0.037234779	3504.820964	4.79	-3.052624805	8.161894718	4.043051268	-1.526215781	0.080051155	0.288004463	0.243321325
yanam	1962	e	yanam_1962_e1	-77.277747	-9.660944	57	4.58	0.544196367	0.026082747	5180.062874	4.58	-3.321940459	8.552572473	4.043051268	-1.701126894	0.080051155	0.069572113	0.508287195
yanam	1973	a	yanam_1973_a1	-77.277409	-9.660635	46	5.03	0.470499456	0.025857108	5464.076301	5.03	-3.328213469	8.605950365	3.828641396	-1.326317367	-0.110899795	0.064484298	0.544489204
yanam	1973	b	yanam_1973_b1	-77.277291	-9.660793	46	4.43	0.530222237	0	3729.71236	4.43	-4.605170186	8.224086394	3.828641396	-1.826063403	-0.110899795	-0.971209888	0.285501028
yanam	1973	c	yanam_1973_c1	-77.277241	-9.660972	46	4.26	0.627113223	0	4230.818906	4.26	-4.605170186	8.350150848	3.828641396	-1.967658113	-0.110899795	-0.971209888	0.371000592
yanam	1973	d	yanam_1973_d1	-77.277053	-9.661063	46	4.38	0.625637114	0	3272.968387	4.38	-4.605170186	8.093452616	3.828641396	-1.867708906	-0.110899795	-0.971209888	0.196902452
yanam	1973	e	yanam_1973_e1	-77.276831	-9.661042	46	4.35	0.563339353	0.020599913	2793.721192	4.35	-3.486758118	7.935129747	3.828641396	-1.892696208	-0.110899795	-0.064105629	0.089524552
yanam	1988	a	yanam_1988_a1	-77.275576	-9.659359	31	4.58	0.656887889	0.031640545	3399.102653	4.58	-3.178680958	8.13126675	3.433987204	-1.701126894	-0.462374249	0.1857648	0.222548793
yanam	1988	b	yanam_1988_b1	-77.275391	-9.659337	31	4.43	1.161911607	0.051519003	3457.056438	4.43	-2.788409164	8.148172766	3.433987204	-1.826063403	-0.462374249	0.502300375	0.234014808
yanam	1988	c	yanam_1988_c1	-77.275221	-9.659321	31	4.29	0.527307391	0	5015.313587	4.29	-4.605170186	8.520251228	3.433987204	-1.942670811	-0.462374249	-0.971209888	0.486366247
yanam	1988	d	yanam_1988_d1	-77.275013	-9.659301	31	4.56	0.40921548	0	6594.723566	4.56	-4.605170186	8.794025149	3.433987204	-1.717785095	-0.462374249	-0.971209888	0.672045477
yanam	2003	a	yanam_2003_a1	-77.273619	-9.657897	16	4.11	0.44556582	0	2326.037925	4.11	-4.605170186	7.751921638	2.772588722	-2.092594622	-1.051408081	-0.971209888	-0.03473104
yanam	2003	b	yanam_2003_b1	-77.273598	-9.657988	16	4.1	0.619510174	0	3919.099765	4.1	-4.605170186	8.273617255	2.772588722	-2.100923723	-1.051408081	-0.971209888	0.319093899
yanam	2003	c	yanam_2003_c1	-77.273476	-9.658	16	4.14	0.593102515	0.027141599	3061.966357	4.14	-3.293017671	8.026812589	2.772588722	-2.06760732	-1.051408081	0.093030358	0.151705784
yanam	2003	d	yanam_2003_d1	-77.273675	-9.657695	16	4.42	0.267423123	0	6546.015191	4.42	-4.605170186	8.786611776	2.772588722	-1.834392504	-1.051408081	-0.971209888	0.667017571
yanam	2003	e	yanam_2003_e1	-77.273606	-9.657519	16	4.25	0.248653501	0	5081.129118	4.25	-4.605170186	8.533288783	2.772588722	-1.975987214	-1.051408081	-0.971209888	0.49520859
