Glacier	uniqPlot	Year	Plot	lon	lat	sper.q1	bact.q1	coll.q1	olig.q1	inse.q1	euka.uni.q1	euka.ani.q1	fung.q1	sper.q0	bact.q0	coll.q0	olig.q0	inse.q0	euka.uni.q0	euka.ani.q0	fung.q0	glacier	time	ph1	c	n	p	ph	lg_n	lg_p	lg_time	ndvi	twi	meanT_new								
flaaj	flaaj_1945_a	1945	a	-15.526604	64.334501	1.634934939	12.61579225	1.408231466	1	1.718606441	1	2.931890247	22.6230713	3	24	2	0	9	1	4	66	Fláajökull	74	7.21	0.267870188	0.024758907	2541.380914	7.21	-3.359319422	7.840462879	4.304065093	0.286595276	11.28955911	6.198540162								
flaaj	flaaj_1945_b	1945	b	-15.52701	64.334042	1.8579968	32.06622639	1	1	1	1.925444808	2.775769674	11.77621641	2	54	1	0	1	2	5	36	Fláajökull	74	7.2	0.0792	0	2042.109044	7.2	-4.605170186	7.621738398	4.304065093	0.245161393	9.495816112	6.931130308								
flaaj	flaaj_1945_c	1945	c	-15.527837	64.333685	1.02470829	48.18620636	1	1	1.711287805	1.972706533	2.93908486	15.24886427	2	92	0	0	2	2	4	35	Fláajökull	74	6.72	0.853072405	0.055163056	4310.092496	6.72	-2.730862602	8.368714644	4.304065093	0.263023369	9.688519539	6.923689997								
flaaj	flaaj_1945_d	1945	d	-15.528562	64.333302	1	56.14919934	1	1	1	1	1	2.653590856	0	86	1	0	1	1	0	4	Fláajökull	74	7.14	0.347805262	0	1959.430567	7.14	-4.605170186	7.580409183	4.304065093	0.252130475	10.68828835	6.728567284								
flaaj	flaaj_1945_e	1945	e	-15.528432	64.332681	1	57.07853806	1	1	1	1.705503461	1.981413769	5.36178119	0	80	0	0	0	2	2	15	Fláajökull	74	7.25	0.227922007	0	2508.716313	7.25	-4.605170186	7.827526472	4.304065093	0.247750445	12.00305984	6.73852095								
flaaj	flaaj_1989_a	1989	a	-15.534569	64.337465	1.993565658	22.28303794	1	1	3.287203564	2.638722843	5.658621628	21.550868	2	31	0	0	6	3	6	51	Fláajökull	30	7.73	0.062869221	0	995.1083036	7.73	-4.605170186	6.902851579	3.401197382	0.135862279	14.05357721	6.869046811								
flaaj	flaaj_1989_b	1989	b	-15.53475	64.337693	1	39.90796294	1	1	1.493666599	5.47097273	5.994567706	21.42702682	1	63	0	0	3	7	8	47	Fláajökull	30	7.29	0.17349799	0	2693.896149	7.29	-4.605170186	7.898743807	3.401197382	0.122896435	15.71948423	6.898898923								
flaaj	flaaj_1989_c	1989	c	-15.53511	64.337928	1	44.22468845	1	1	1	1	1	2.346680693	0	80	0	0	0	0	0	3	Fláajökull	30	7.67	0.052914768	0	3040.840468	7.67	-4.605170186	8.019889226	3.401197382	0.120063706	11.61702143	6.779210173								
flaaj	flaaj_1989_d	1989	d	-15.534737	64.337235	1	31.40360881	1	1	1	1	1	1	0	46	0	0	1	0	0	0	Fláajökull	30	7.57	0.100063227	0	2516.588477	7.57	-4.605170186	7.830659484	3.401197382	0.147615229	10.26422316	6.852797574								
flaaj	flaaj_1989_e	1989	e	-15.535059	64.337085	1	12.61979741	1	1	2.965808087	1	1	1	0	16	0	0	3	0	0	0	Fláajökull	30	7.97	0.018015711	0	1517.56895	7.97	-4.605170186	7.324864958	3.401197382	0.117833595	9.225527092	6.688453625								
flaaj	flaaj_2010_a	2010	a	-15.540039	64.337915	1	50.64089026	1	1	1	1	1	1	0	68	0	0	0	0	0	0	Fláajökull	9	8.06	0.043812692	0	2067.301728	8.06	-4.605170186	7.633999523	2.197224577	0.096309815	10.14747987	6.381658927								
flaaj	flaaj_2010_b	2010	b	-15.540025	64.338098	1	45.9916904	1	1	1.030206108	1	1	6.007711222	0	78	0	0	3	0	0	7	Fláajökull	9	7.89	0.024792867	0	1799.672559	7.89	-4.605170186	7.495360016	2.197224577	0.107126723	10.14747987	6.381658927								
flaaj	flaaj_2010_c	2010	c	-15.540132	64.338276	1.898616913	3.144123433	1	1	1	1	1	1	2	5	0	0	0	0	0	1	Fláajökull	9	8.07	0.015248429	0	2087.828443	8.07	-4.605170186	7.643879782	2.197224577	0.101532129	10.71106487	6.397808723								
flaaj	flaaj_2010_d	2010	d	-15.540311	64.338443	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	Fláajökull	9	8.14	0.021807365	0	1056.862322	8.14	-4.605170186	6.963059724	2.197224577	0.099016378	10.71106487	6.397808723								
flaaj	flaaj_2010_e	2010	e	-15.540407	64.338606	1.020227851	8.639898797	2.107853149	1	2.791316592	1	1	1	2	10	3	0	3	0	0	0	Fláajökull	9	8.09	0.02204689	0	2283.987218	8.09	-4.605170186	7.733677974	2.197224577	0.082896236	10.13609386	6.422749728								
forni	forni_1999_a	1999	a	10.58461	46.40664	2.945184953	40.67445002	1.689201237	1	1.448386787	2.909420466	5.559172408	21.19834331	5	79	2	1	4	4	6	47	Forni	19	4.23	0.3719	0.0277	6474.075407	4.23	-3.278095185	8.775561082	2.944438979	0.113214251	10.5558831	9.322582865								
forni	forni_1999_b	1999	b	10.58451	46.40665	1	42.89700263	1.843085391	1	2.639476402	1	3.39004407	5.848180655	1	68	3	0	6	0	4	34	Forni	19	4.95	0.2432	0.0243	10643.11372	4.95	-3.372609925	9.272668363	2.944438979	0.113214251	10.5558831	9.322582865								
forni	forni_1999_c	1999	c	10.58435	46.40658	1.105109254	98.50317829	1	1	4.956866595	1	1.944996993	4.036439949	2	157	0	0	7	0	2	18	Forni	19	6.38	0.3385	0.0328	7824.722114	6.38	-3.151217176	8.965043502	2.944438979	0.105739618	9.88793544	9.354035282								
forni	forni_2001_a	2001	a	10.5848	46.40613	1	91.67823747	1	1	1.519944999	1	1.924478262	7.511495916	1	196	0	0	4	1	3	42	Forni	17	5.68	0.2915	0.0276	4661.479988	5.68	-3.280751229	8.447088271	2.833213344	0.183989816	11.4786234	9.23676815								
forni	forni_2001_b	2001	b	10.58455	46.40614	1	49.89343336	1.23525507	1.781815273	2.131455381	3.278586405	3.970872975	23.67927618	1	79	2	2	7	5	6	58	Forni	17	5.07	0.2623	0	7027.517746	5.07	-4.605170186	8.857588828	2.833213344	0.138880273	13.39358827	9.239938879								
forni	forni_2001_c	2001	c	10.58446	46.40598	1	22.6179924	1	1	2.113668416	3.653473855	2.838510967	13.76422241	0	26	1	0	4	4	3	39	Forni	17	6.23	0.187	0.0224	5162.686232	6.23	-3.429596856	8.549212311	2.833213344	0.103489239	14.58061691	9.15221014								
forni	forni_2003_a	2003	a	10.58483	46.4058	1	12.1762373	1	1	1.088253812	1	1	17.59415271	0	32	0	0	2	0	0	39	Forni	15	4.88	0.2548	0.02	10549.16389	4.88	-3.506557897	9.263801884	2.708050201	0.077300265	14.69033133	9.156288862								
forni	forni_2003_b	2003	b	10.58476	46.40578	1	17.69252292	1	1	1.984104521	1.962469172	1	10.36788501	0	25	0	0	2	2	1	54	Forni	15	6.45	0.2348	0.02	1328.722616	6.45	-3.506557897	7.191973321	2.708050201	0.070938831	14.69033133	9.156288862								
forni	forni_2003_c	2003	c	10.58461	46.40574	1	105.8751033	1	1	1.138093339	1	1.866063058	10.92560787	1	193	0	0	2	1	2	38	Forni	15	6.13	0.2765	0	5905.227603	6.13	-4.605170186	8.683593272	2.708050201	0.070886372	14.87151255	9.063353825								
forni	forni_2005_a	2005	a	10.58512	46.4052	1	21.15248399	1	1	1.273945324	1	2.931577081	26.66014331	0	48	0	0	2	1	3	69	Forni	13	5.03	0.3657	0.04	6855.774911	5.03	-2.995732274	8.832846629	2.564949357	0.058153957	12.03179545	8.993025064								
forni	forni_2005_b	2005	b	10.58496	46.40513	1	38.51006255	1	1	1	1	1	10.10436856	0	77	0	0	1	0	0	14	Forni	13	6.71	0.2747	0.02	1492.48698	6.71	-3.506557897	7.308199122	2.564949357	0.068337015	15.69542446	8.887062216								
forni	forni_2005_c	2005	c	10.58481	46.40516	1	43.38393781	1	1	1.012054703	2.423200126	2.848588786	6.8049015	0	136	1	1	2	3	3	26	Forni	13	4.32	0.1456	0	6640.585699	4.32	-4.605170186	8.800955446	2.564949357	0.073385841	15.69542446	8.887062216								
forni	forni_2007_a	2007	a	10.58512	46.40491	3.73117551	76.06098726	1	1	1	1	1	7.832246607	4	112	0	0	0	0	1	21	Forni	11	6.67	0.1692	0.021	2413.054097	6.67	-3.473768074	7.788648484	2.397895273	0.065195648	14.69338584	8.768070745								
forni	forni_2007_b	2007	b	10.5851	46.40492	1	86.96237084	1	1	1	2.736457935	1.872804488	14.37783735	0	159	0	1	0	3	2	28	Forni	11	6.76	0.1678	0.0208	3665.591669	6.76	-3.480240589	8.206745039	2.397895273	0.065319298	12.42876754	8.701623154								
forni	forni_2007_c	2007	c	10.58488	46.40482	1.189110093	50.68135819	1	1	1	1	1	2.452734828	2	123	0	1	0	0	0	3	Forni	11	6.37	0.2458	0.0246	1306.625733	6.37	-3.363901597	7.175203317	2.397895273	0.095556895	12.42876754	8.701623154								
forni	forni_2009_a	2009	a	10.5849	46.40474	1	15.08378715	1	1	1	1	1	1	1	32	0	0	0	0	0	0	Forni	9	6.02	0.1669	0	1373.260735	6.02	-4.605170186	7.224943289	2.197224577	0.108237687	12.42876754	8.701623154								
forni	forni_2009_b	2009	b	10.58501	46.40477	1	41.62641175	1	1	1	1	1	3.224760515	1	101	1	1	1	0	1	8	Forni	9	5.9	0.1412	0	5407.7029	5.9	-4.605170186	8.595579679	2.197224577	0.09839713	12.42876754	8.701623154								
forni	forni_2009_c	2009	c	10.58507	46.40479	1	56.36507978	1	1	1.528689213	1	1	17.88523438	1	102	1	1	3	1	1	34	Forni	9	6.48	0.1624	0	3462.931377	6.48	-4.605170186	8.149870728	2.197224577	0.09839713	12.42876754	8.701623154								
forni	forni_2011_a	2011	a	10.58521	46.40468	1.927218599	24.9327448	1	1	1	1.997562276	1.948628622	13.19767635	2	44	0	0	1	2	2	33	Forni	7	6.25	0.2642	0	3117.690575	6.25	-4.605170186	8.044847806	1.945910149	0.104176716	14.69338584	8.768070745								
forni	forni_2011_b	2011	b	10.58503	46.40461	1	4.642332147	1	1	1	1	1	1	0	9	0	0	0	0	0	0	Forni	7	5.43	0.2017	0	1110.675395	5.43	-4.605170186	7.012723573	1.945910149	0.091578598	10.59866734	8.526027632								
forni	forni_2011_c	2011	c	10.58496	46.40463	1	30.6127616	1	1	1	1	1	1	0	64	0	1	0	0	0	0	Forni	7	6.66	0.1466	0.0196	1055.600823	6.66	-3.519980918	6.961865384	1.945910149	0.091578598	10.59866734	8.526027632								
forni	forni_2013_a	2013	a	10.58547	46.40468	1	49.14016519	1	1	1	1	1	3.29832057	1	195	0	1	0	0	1	6	Forni	5	6.14	0.1476	0.0177	2693.497802	6.14	-3.586322866	7.898595926	1.609437912	0.102294057	14.69338584	8.768070745								
forni	forni_2013_b	2013	b	10.58556	46.40466	1	36.28462623	1	1	1.296303083	2.816880387	1	15.41439888	1	88	1	0	2	3	1	23	Forni	5	5.41	0.1841	0.02	1075.151817	5.41	-3.506557897	6.980217156	1.609437912	0.105619914	14.27569514	8.787443256								
forni	forni_2013_c	2013	c	10.58566	46.40466	1	40.17115809	1	1	1	1	1	7.219456865	1	81	0	0	0	1	0	19	Forni	5	4.78	0.163	0	1958.007137	4.78	-4.605170186	7.579682468	1.609437912	0.095812014	14.27569514	8.787443256								
forni	forni_2015_a	2015	a	10.58517	46.40368	1	18.18075975	1	1	1	1	1	1.869422535	0	42	0	1	0	0	0	2	Forni	3	5.95	0.1514	0.02	923.9165483	5.95	-3.506557897	6.828621752	1.098612289	0.066428003	9.394875977	8.241645432								
forni	forni_2015_b	2015	b	10.5853	46.40377	1	35.91496998	1	1	1	1	1	1.662269857	0	67	0	1	1	0	0	2	Forni	3	5.51	0.1395	0.02	2279.58462	5.51	-3.506557897	7.731748521	1.098612289	0.067965351	9.394875977	8.241645432								
forni	forni_2015_c	2015	c	10.58541	46.40377	1	31.2857104	1	1	1.01923451	1	1	2.25420357	0	61	0	1	2	0	1	5	Forni	3	4.67	0.144	0	3415.828283	4.67	-4.605170186	8.136175285	1.098612289	0.067965351	9.394875977	8.241645432								
forni	forni_2017_a	2017	a	10.58549	46.40311	1	68.24553413	1	1	1	5.42649218	1	4.900002611	1	175	1	1	1	6	1	8	Forni	1	4.88	0.1613	0	4013.795637	4.88	-4.605170186	8.297492615	0	0.070575519	10.17840619	7.89468925								
forni	forni_2017_b	2017	b	10.58549	46.40306	1	11.48123009	1	1	1	5.051128706	1	1.890232734	0	28	0	1	1	6	0	2	Forni	1	3.35	0.1184	0	3966.844484	3.35	-4.605170186	8.285726217	0	0.068327553	10.17840619	7.89468925								
forni	forni_2017_c	2017	c	10.58575	46.4031	1	44.88608812	1	1	1	3.497	1.999276335	2.149426298	0	89	1	1	1	4	2	3	Forni	1	4.85	0.1521	0	4627.379359	4.85	-4.605170186	8.439745974	0	0.058370958	10.17840619	7.89468925								
frajo	frajo_1800_a	1800	a	170.170025	-43.41855715	1	18.18022005	1	1	1	1	1	18.51176398	1	41	1	1	0	0	0	46	Franz Joseph	220	7.41	12.00255489	0.61539197	36939.52876	7.41	-0.469376674	10.5170375	5.393627546	0.791920973	11.24646255	13.05104419								
frajo	frajo_1800_b	1800	b	170.1698311	-43.41874143	1	9.044109641	1	1	1.99983134	1	1	8.978774611	0	22	0	0	2	0	0	24	Franz Joseph	220	7.77	12.99729633	0.691373646	52594.58954	7.77	-0.354714515	10.87036853	5.393627546	0.780111261	10.68511872	12.97634729								
frajo	frajo_1800_c	1800	c	170.1696339	-43.41899765	1.383286327	10.13574087	1	1	1.357380637	1	1	13.22209691	2	24	1	1	3	0	1	37	Franz Joseph	220	7.86	8.503907204	0.439279646	35603.38845	7.86	-0.800109766	10.48019609	5.393627546	0.771566055	11.192981	12.82725203								
frajo	frajo_1800_d	1800	d	170.1691503	-43.41930081	1	9.711305084	1.906999372	1.020195538	1	1	1	8.279779196	1	26	2	2	1	0	0	24	Franz Joseph	220	7.84	7.38243866	0.31736359	23719.4901	7.84	-1.11668383	10.07405236	5.393627546	0.789272721	12.3240645	12.84409841								
frajo	frajo_1800_e	1800	e	170.168817	-43.41956266	1	10.32224653	1.700028614	1	1.996252731	1	1	8.396683653	1	22	2	1	2	0	0	21	Franz Joseph	220	8.66	11.96273613	0.512267351	39498.4036	8.66	-0.649575655	10.58401553	5.393627546	0.77262042	13.06717899	12.91168634								
frajo	frajo_1893_a	1893	a	170.1674664	-43.42574182	4.53242942	33.75627347	1	2.821637585	6.099717244	1	1	10.54720371	5	51	1	3	8	0	1	28	Franz Joseph	127	4.56	14.37745094	0.748103797	16071.24815	4.56	-0.276934967	9.684787126	4.844187086	0.767904431	14.85703669	12.5638953								
frajo	frajo_1893_b	1893	b	170.1675676	-43.4256903	1.812094999	7.506817088	1	1.597145368	2.363443324	1	1	14.38588728	3	12	1	3	6	0	0	35	Franz Joseph	127	7.24	8.461348534	0.466690421	14123.81004	7.24	-0.740888011	9.555617307	4.844187086	0.766053014	10.24268641	12.54699763								
frajo	frajo_1893_c	1893	c	170.1674218	-43.42590278	2.964601126	11.70013966	1	1	1.073501847	1	1	11.05722347	5	27	1	1	2	0	0	32	Franz Joseph	127	4.09	8.06821537	0.449024171	9974.915283	4.09	-0.778652411	9.207828749	4.844187086	0.765043608	14.85703669	12.5638953								
frajo	frajo_1893_d	1893	d	170.1674019	-43.42606436	1.931592551	5.199055241	1	2.973682331	1.580160334	1	1	12.1556611	2	8	0	3	3	0	0	32	Franz Joseph	127	8.13	3.470992327	0.218860447	15246.23852	8.13	-1.474642861	9.632088097	4.844187086	0.795584949	10.66636453	12.56543231								
frajo	frajo_1893_e	1893	e	170.1675351	-43.42612168	2.509054705	11.04874482	1.821492965	1.28341433	2.841497756	1	1	17.30554293	4	26	2	3	6	0	0	43	Franz Joseph	127	8.35	8.942234039	0.429371715	19005.04474	8.35	-0.822409494	9.852459736	4.844187086	0.80809899	10.66636453	12.56543231								
frajo	frajo_1934_a	1934	a	170.1684202	-43.42753921	1.97091968	41.51418203	3.936098349	1.962672524	4.092266935	4.505654559	9.484121503	23.8453018	5	55	10	4	12	5	14	50	Franz Joseph	86	7.05	2.95720458	0.218223065	7916.392908	7.05	-1.477431772	8.97669094	4.454347296	0.747114501	8.626223878	12.52800767								
frajo	frajo_1934_b	1934	b	170.1685154	-43.42735249	1.444268465	33.33454084	3.041800924	3.85460354	7.467268818	1	9.288974467	26.42341279	3	39	5	6	12	1	11	42	Franz Joseph	86	7.94	5.431233883	0.459419966	16268.56129	7.94	-0.756257462	9.696989769	4.454347296	0.79958483	8.757816994	12.57643894								
frajo	frajo_1934_d	1934	d	170.1684293	-43.42708024	1.979456981	71.9097876	2.441148437	2.550761763	4.93039439	4.031358553	8.416252701	3.934059517	6	100	5	7	11	5	14	30	Franz Joseph	86	8.65	4.35452652	0.38655147	16378.43691	8.65	-0.924949437	9.703720926	4.454347296	0.819101136	9.183866099	12.597188								
frajo	frajo_1934_e	1934	e	170.1686495	-43.4268606	2.152746719	39.27099991	1.751128866	5.456607951	9.316658495	1	1	7.853135531	6	51	2	9	14	1	1	30	Franz Joseph	86	7.14	2.557649612	0.218586311	8615.586912	7.14	-1.475841412	9.061328273	4.454347296	0.838151793	9.183866099	12.597188								
frajo	frajo_1958_a	1958	a	170.1709978	-43.43956009	2.456483979	8.898843728	1.480823873	1.692533738	3.5965239	1	1	12.8498168	5	16	3	4	10	0	1	29	Franz Joseph	62	8.62	4.457291126	0.303069502	10052.97102	8.62	-1.161330062	9.215623494	4.127134385	0.577916122	9.685506162	11.78939017								
frajo	frajo_1958_b	1958	b	170.1708986	-43.43956664	1	10.63613633	1.660107737	1.455906325	2.012630353	1	1	15.15385168	1	15	2	2	6	0	0	29	Franz Joseph	62	8.18	5.211373329	0.33543545	16246.95268	8.18	-1.062949484	9.695660643	4.127134385	0.639596867	9.685506162	11.78939017								
frajo	frajo_1958_d	1958	d	170.1707769	-43.43952761	1.1362903	2.31058122	1.663758665	1	2.677389508	1	1	14.26131306	2	7	2	1	4	0	1	26	Franz Joseph	62	5.11	13.35937691	0.768286586	9975.425283	5.11	-0.25066046	9.207879876	4.127134385	0.635740444	9.387356519	11.8973488								
frajo	frajo_1958_e	1958	e	170.1704279	-43.439591	1	15.46704912	1	1.872336039	2.520885578	1	1	8.243188907	1	17	1	2	5	0	0	22	Franz Joseph	62	4.88	22.71634293	1.626514316	8349.180922	4.88	0.492568563	9.02991872	4.127134385	0.656141728	9.421343684	11.70140302								
gango	gango_1780_a	1780	a	79.064015	30.941391	5.194757369	43.95073958	1.01604484	1	2.019447742	4.165247725	4.723799499	16.16429731	7	98	2	1	4	5	8	63	Gangotri	239	6.63	0.299186051	0.026899543	2192.417789	6.63	-3.299556122	7.692760227	5.476463552	0.269098653	11.48995131	5.16781652								
gango	gango_1780_b	1780	b	79.063808	30.941485	2.440650405	23.03808756	2.295575702	1.560927316	2.652368381	2.813557016	4.691567404	15.12922109	7	37	4	2	9	4	5	60	Gangotri	239	6.03	0.249009833	0.022861278	5439.32437	6.03	-3.415460284	8.601410135	5.476463552	0.274325535	13.07737079	5.180506577								
gango	gango_1780_c	1780	c	79.06352	30.941463	3.279869857	66.38459592	1.937919717	1	1.018278886	2.155116299	3.350723516	27.7421487	5	90	2	1	3	3	4	56	Gangotri	239	6.47	0.447034091	0.036410075	1187.900086	6.47	-3.070238717	7.079942393	5.476463552	0.20490623	13.07737079	5.180506577								
gango	gango_1780_d	1780	d	79.063273	30.94148	3.973515126	14.41935282	1.226975933	1	3.566166342	3.228485169	3.577405195	23.5888994	5	16	3	0	4	4	4	57	Gangotri	239	6.12	0.463940084	0.03756785	2946.700093	6.12	-3.045598162	7.988441211	5.476463552	0.230416721	14.43019657	5.177234511								
gango	gango_1780_e	1780	e	79.063031	30.941512	1.946510851	16.87476237	1.056653067	1	2.9230093	3.831163802	4.237931894	16.24655372	2	40	3	0	9	4	6	47	Gangotri	239	5.9	0.53766942	0.046276379	6017.337626	5.9	-2.877480381	8.702400186	5.476463552	0.297354675	14.69839415	5.172427595								
gango	gango_1817_a	1817	a	79.062802	30.940919	4.105591221	38.63020444	1.783118868	1	2.140067234	5.08839023	4.7570754	23.14797172	5	59	2	0	6	6	9	83	Gangotri	202	6.32	0.447425604	0.037205137	4722.688401	6.32	-3.053252551	8.460133493	5.308267697	0.175303083	14.86181232	5.130237947								
gango	gango_1817_b	1817	b	79.063039	30.940959	1.60699744	24.65413682	1.143560442	1	1	1.932811114	1.661417302	26.81643506	4	33	7	0	1	4	3	68	Gangotri	202	5.97	0.331409842	0.027753549	7621.30031	5.97	-3.276675802	8.938702278	5.308267697	0.216920329	12.49311757	5.098347823								
gango	gango_1817_c	1817	c	79.063217	30.9409	5.403322087	22.56501256	1	1	2.268940015	1.990140102	5.528149458	23.23044328	7	31	1	0	5	2	8	82	Gangotri	202	6.35	0.193157777	0.020333566	3983.482064	6.35	-3.495500398	8.289911606	5.308267697	0.181457715	13.76302573	5.0741735								
gango	gango_1817_d	1817	d	79.063487	30.940874	3.158682059	44.28944153	1	1	4.749950747	4.09124333	2.269873534	13.48226552	4	66	0	1	8	6	3	38	Gangotri	202	6.18	0.278875172	0.024601683	2154.05531	6.18	-3.363852956	7.675107535	5.308267697	0.162814081	13.76302573	5.0741735								
gango	gango_1817_e	1817	e	79.063821	30.940818	4.698925642	13.62765181	1	1	1.051019408	2.206045974	1.611101764	19.63408173	6	21	0	0	2	3	2	52	Gangotri	202	6.52	0.104281239	0	2018.163779	6.52	-4.605170186	7.609943357	5.308267697	0.172367262	15.43483536	5.086165547								
gango	gango_1849_a	1849	a	79.06517	30.940231	5.452141439	25.77633106	1	1	1.341991368	5.317758175	1.858563022	17.29019312	6	35	1	0	3	6	2	49	Gangotri	170	6.79	0.19286783	0.020206921	1389.653097	6.79	-3.499684215	7.236809424	5.135798437	0.148205558	11.50918959	4.975645681								
gango	gango_1849_b	1849	b	79.065043	30.940068	2.084730696	23.38503935	1	1	1	5.373355626	3.524886387	12.6587854	3	29	1	0	1	6	4	62	Gangotri	170	6.36	0.349209785	0.029101158	1814.697495	6.36	-3.241603207	7.503674063	5.135798437	0.140759974	13.24625287	4.970537663								
gango	gango_1849_c	1849	c	79.064995	30.939906	2.308043463	8.977967998	1.99994413	1	2.651875283	1.569192583	2.82741224	20.86891039	3	10	2	1	5	2	3	55	Gangotri	170	6.34	0.575899959	0.0391251	1544.083629	6.34	-3.013385178	7.342185893	5.135798437	0.142997772	14.59898598	4.927090615								
gango	gango_1849_d	1849	d	79.065146	30.939842	1.299590841	16.49028262	4.187937067	1	3.35280774	2.983735045	2.691848115	27.44755456	4	19	7	1	8	3	5	56	Gangotri	170	6.39	0.324976087	0	2642.607912	6.39	-4.605170186	7.879521554	5.135798437	0.170702295	12.59885391	4.95161738								
gango	gango_1849_e	1849	e	79.064928	30.939643	3.10860848	40.01827079	1.063652392	1	3.206531962	2.475102042	2.867042312	23.69650947	5	60	2	0	5	4	5	66	Gangotri	170	6.52	0.278668404	0	2420.074784	6.52	-4.605170186	7.791553721	5.135798437	0.148760421	11.1588401	4.892720213								
gango	gango_1935_a	1935	a	79.070879	30.935431	1.580771887	6.223200326	2.367705445	1.634165758	1.814321223	4.697851338	3.937805161	34.85110725	4	7	3	2	6	5	4	53	Gangotri	84	6.61	0.465674579	0.035275888	2289.497397	6.61	-3.094980669	7.736087595	4.430816799	0.113585149	12.22807065	4.502784312								
gango	gango_1935_b	1935	b	79.070661	30.935579	3.202004167	47.56583093	2.183901292	1	2.341883855	3.599687603	5.069434877	9.35893615	6	85	3	1	5	5	7	36	Gangotri	84	6.29	0.150863543	0	5955.474888	6.29	-4.605170186	8.692066225	4.430816799	0.10457775	12.8539824	4.51775376								
gango	gango_1935_c	1935	c	79.070422	30.935771	1.813775468	24.83540976	1	1	1.194156699	1.999059128	1.43519414	15.00462777	5	35	1	0	4	2	3	77	Gangotri	84	6.21	0.222802296	0.01822139	995.8304938	6.21	-3.567675096	6.903577056	4.430816799	0.088288748	12.52726014	4.537954708								
gango	gango_1935_d	1935	d	79.070153	30.935879	2.645612288	39.35239815	1	1	2.004470751	3.541692577	1.91689901	16.98756437	4	80	1	0	3	4	2	47	Gangotri	84	6.04	0.145406052	0	5946.12047	6.04	-4.605170186	8.690494264	4.430816799	0.089455503	10.69217104	4.55202807								
gango	gango_1935_e	1935	e	79.069779	30.935846	1.742284277	13.85802092	1.073789272	1	2.183340921	1	5.857863733	23.49610805	5	16	3	1	6	1	7	60	Gangotri	84	6.22	0.837727666	0.065412864	1623.49073	6.22	-2.584777407	7.392333882	4.430816799	0.091549858	10.21070964	4.572585235								
gango	gango_1965_a	1965	a	79.074268	30.933502	1	27.42354361	1	1	1	1	2.665840308	11.67601383	1	46	0	0	0	1	3	18	Gangotri	54	6.85	0.072650798	0	1086.929116	6.85	-4.605170186	6.991111674	3.988984047	0.064225091	12.03300208	4.287361532								
gango	gango_1965_b	1965	b	79.074227	30.933343	2.046423977	58.23008022	1	1	3.553857959	3.721230326	3.489294544	24.56053774	3	122	0	0	7	5	4	66	Gangotri	54	6.88	0.109108113	0	1283.387405	6.88	-4.605170186	7.157258272	3.988984047	0.065101903	11.95245711	4.287420799								
gango	gango_1965_c	1965	c	79.074084	30.933359	1	18.78910199	1.008256902	1	2.593302232	2.984164958	1.816419174	27.71277888	1	25	2	0	5	3	3	51	Gangotri	54	6.36	0.100530095	0.016270449	5215.924668	6.36	-3.639310569	8.559471661	3.988984047	0.079323164	11.95245711	4.287420799								
gango	gango_1965_d	1965	d	79.074013	30.933205	1.820552499	15.84226002	1	1	1.953697746	2.624304445	1	18.34556856	2	23	0	1	4	3	1	30	Gangotri	54	6.35	0.196046188	0.023348056	3036.078646	6.35	-3.400755806	8.018322043	3.988984047	0.090852339	12.44427058	4.307267865								
gango	gango_1965_e	1965	e	79.074042	30.933007	1.978592375	9.205467815	1	1	1	1	1	23.26290561	2	13	0	0	1	1	0	45	Gangotri	54	6.42	0.34515357	0.029685168	3141.919589	6.42	-3.226777773	8.052589226	3.988984047	0.081897924	12.16963881	4.254899075								
malad	malad_1857_a	1857	a	0.641483	42.660869	4.898170557	24.66675615	2.613355958	1	2.205859981	1	4.718763216	5.343533346	10	33	6	1	7	1	7	32	Maladeta	161	5.89	3.9652	0.2536	7875.145027	5.89	-1.333322476	8.97146688	5.081404365	0.206362523	11.52009358	9.797017002								
malad	malad_1857_b	1857	b	0.641288	42.660988	2.172703929	55.32042674	2.759315559	1	4.054495657	1.950817426	7.220594827	8.901091654	4	86	5	1	9	2	10	30	Maladeta	161	5.55	6.0192	0.4172	9993.373476	5.55	-0.850502991	9.2096775	5.081404365	0.157700613	11.30580291	9.732995033								
malad	malad_1857_c	1857	c	0.641046	42.661041	5.851529151	29.1660155	3.460685699	1.357035083	4.765105202	2.671943869	9.605103189	14.78260734	9	42	4	2	10	4	15	53	Maladeta	161	5.32	5.532	0.4181	12994.5806	5.32	-0.848398466	9.472287672	5.081404365	0.127525643	11.40346723	10.01803827								
malad	malad_1857_d	1857	d	0.64113	42.660961	3.472143012	55.88295097	2.836137771	1.941119136	3.884266536	3.707474393	11.60312331	10.60741267	8	124	6	2	7	4	15	49	Maladeta	161	5.13	7.7984	0.5737	21850.08464	5.13	-0.538368127	9.991960074	5.081404365	0.16208517	11.30580291	9.732995033								
malad	malad_1857_e	1857	e	0.641371	42.660922	3.118033838	16.04591165	3.940687972	2.556186969	3.955484733	3.105336813	7.420076757	10.99560075	7	24	6	5	10	4	9	45	Maladeta	161	6.13	3.5592	0.2718	11183.31275	6.13	-1.26655768	9.322178014	5.081404365	0.215800647	11.52009358	9.797017002								
